ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;AfstandTotHuisartsenpraktijk_5;AfstandTotHuisartsenpost_9;AfstandTotApotheek_10;AfstandTotZiekenhuis_11;AfstandTotZiekenhuis_15;AfstandTotGroteSupermarkt_24;AfstandTotOvDagelLevensmiddelen_28;AfstandTotWarenhuis_32;AfstandTotCafeED_36;AfstandTotCafetariaED_40;AfstandTotRestaurant_44;AfstandTotHotelED_48;AfstandTotKinderdagverblijf_52;AfstandTotBuitenschoolseOpvang_56;AfstandTotSchool_60;AfstandTotSchool_64;AfstandTotSchool_68;AfstandTotSchool_72;AfstandTotOpritHoofdverkeersweg_89;AfstandTotTreinstationsTotaal_90;AfstandTotBelangrijkOverstapstation_91;AfstandTotBibliotheek_92;AfstandTotZwembad_93;AfstandTotKunstijsbaan_94;AfstandTotMuseum_95;AfstandTotPodiumkunstenTotaal_99;AfstandTotPoppodium_103;AfstandTotBioscoop_104;AfstandTotSauna_108;AfstandTotZonnebank_109;AfstandTotAttractie_110;AfstandTotBrandweerkazerne_114
1421;WK0363FN  ;Amsterdam                               ;Wijk      ;WK0363FN  ;2;0.5;2.9;0.7;1.5;1.5;0.6;0.4;2.3;0.6;0.6;0.3;0.8;0.4;0.5;0.5;0.7;0.7;1.4;1.4;2.1;4.5;2.0;3.4;9.6;2.9;2.6;4.8;4.3;1.0;1.8;3.7;1.7
1422;BU0363FN01;Amsterdam                               ;Buurt     ;BU0363FN01;2;0.3;2.7;0.3;1.6;1.6;0.4;0.2;2.3;0.7;0.4;0.4;1.2;0.3;0.4;0.4;0.8;0.8;1.1;1.6;2.1;4.9;1.7;3.4;10.0;2.6;2.1;4.9;4.3;1.5;2.0;3.7;2.2
1423;BU0363FN02;Amsterdam                               ;Buurt     ;BU0363FN02;2;0.7;2.7;0.6;1.6;1.6;0.5;0.3;2.3;0.4;0.3;0.3;0.8;0.6;0.6;0.8;0.3;0.3;1.2;1.1;1.6;4.4;1.9;3.1;9.5;2.6;2.5;4.4;3.8;1.2;1.8;3.3;1.7
1424;BU0363FN03;Amsterdam                               ;Buurt     ;BU0363FN03;2;0.5;3.6;1.4;1.0;1.0;1.0;0.9;2.7;1.2;1.2;0.1;0.5;0.4;0.8;0.7;1.5;1.5;1.6;1.2;2.9;4.7;2.6;4.2;9.8;3.5;3.0;5.5;5.1;0.5;2.2;4.4;1.5
1425;BU0363FN04;Amsterdam                               ;Buurt     ;BU0363FN04;2;0.4;3.3;1.1;1.4;1.4;1.0;0.4;2.3;0.6;1.0;0.3;0.5;0.2;0.3;0.3;1.0;1.0;1.8;1.4;2.3;4.2;2.5;3.7;9.4;3.3;3.0;5.1;4.5;0.5;1.6;4.0;1.4
1426;WK0363FP  ;Amsterdam                               ;Wijk      ;WK0363FP  ;2;0.6;2.7;0.7;2.1;2.1;0.6;0.4;1.7;0.8;0.3;0.3;0.3;0.4;0.4;0.6;0.9;0.9;1.2;1.0;1.5;3.7;2.1;3.0;8.8;3.3;3.0;4.2;3.6;1.2;1.2;3.3;0.9
1427;BU0363FP01;Amsterdam                               ;Buurt     ;BU0363FP01;2;0.9;2.3;0.9;2.1;2.1;0.8;0.5;1.9;0.8;0.1;0.1;0.3;0.5;0.5;1.0;0.4;0.4;0.7;0.7;1.0;4.1;1.7;2.5;9.1;2.9;2.9;3.8;3.2;1.4;1.5;2.8;1.4
1428;BU0363FP02;Amsterdam                               ;Buurt     ;BU0363FP02;2;0.9;2.5;0.8;2.2;2.2;0.8;0.4;1.9;0.9;0.3;0.3;0.4;0.5;0.5;0.9;0.7;0.7;0.9;1.1;1.3;3.9;1.9;2.7;9.0;3.2;3.0;4.1;3.5;1.6;1.3;3.1;1.2
1429;BU0363FP03;Amsterdam                               ;Buurt     ;BU0363FP03;2;0.9;2.4;1.2;2.4;2.4;1.0;0.6;1.2;0.6;0.5;0.5;0.2;0.3;0.7;0.7;0.8;0.8;0.8;0.9;1.2;3.6;1.8;2.3;8.5;3.0;2.8;3.2;2.6;1.5;1.2;2.6;1.6
1430;BU0363FP04;Amsterdam                               ;Buurt     ;BU0363FP04;2;0.3;2.9;0.3;2.0;2.0;0.3;0.2;1.7;0.8;0.4;0.2;0.4;0.3;0.3;0.3;1.2;1.2;1.4;0.9;1.8;3.7;2.3;3.2;8.8;3.5;3.1;4.5;4.0;0.8;1.1;3.6;0.6
1431;BU0363FP05;Amsterdam                               ;Buurt     ;BU0363FP05;2;0.5;3.0;0.5;2.3;2.3;0.4;0.3;1.4;0.6;0.2;0.3;0.2;0.4;0.4;0.5;0.8;0.8;1.5;1.1;1.8;3.3;2.0;3.3;8.4;3.2;2.7;4.2;3.6;1.1;0.7;3.7;0.2
1432;BU0363FP06;Amsterdam                               ;Buurt     ;BU0363FP06;2;1.1;3.1;1.1;2.5;2.5;0.8;0.9;2.3;1.2;0.3;0.8;0.9;0.8;0.8;0.9;1.6;1.6;2.2;0.8;2.5;4.3;2.9;4.0;9.4;4.1;3.7;5.1;4.6;1.2;1.8;4.4;1.1
1433;WK0363FQ  ;Amsterdam                               ;Wijk      ;WK0363FQ  ;2;0.7;4.4;1.0;2.0;2.0;0.7;0.7;2.8;1.5;0.8;0.7;1.5;0.6;0.6;0.7;1.0;1.0;1.1;1.4;4.0;5.7;2.3;3.5;10.9;4.5;2.7;6.6;6.1;1.8;2.2;3.5;2.6
1434;BU0363FQ01;Amsterdam                               ;Buurt     ;BU0363FQ01;2;1.1;5.1;1.4;3.3;3.3;1.5;0.5;2.7;0.6;0.4;0.3;1.3;0.8;0.6;0.8;1.1;1.1;1.6;1.5;5.1;6.6;2.0;1.9;12.1;5.6;3.2;7.8;7.2;3.1;1.8;2.8;2.1
1435;BU0363FQ02;Amsterdam                               ;Buurt     ;BU0363FQ02;2;0.5;4.7;0.8;2.3;2.3;0.8;0.9;2.6;1.5;0.8;0.8;2.2;0.3;0.3;0.4;1.1;1.1;1.2;1.6;4.1;6.1;2.0;3.3;11.2;4.6;2.4;6.9;6.3;2.2;1.8;2.9;2.9
1436;BU0363FQ03;Amsterdam                               ;Buurt     ;BU0363FQ03;2;0.8;4.2;1.2;1.7;1.7;0.9;0.9;2.5;1.3;1.0;1.0;1.5;0.6;0.8;0.6;1.2;1.2;1.2;1.6;3.5;5.5;1.9;3.8;10.6;4.1;2.2;6.3;5.7;1.5;2.1;3.5;2.5
1437;BU0363FQ04;Amsterdam                               ;Buurt     ;BU0363FQ04;2;0.7;4.7;0.7;2.3;2.3;0.6;0.6;3.0;1.7;0.5;0.4;1.6;0.6;0.4;0.8;0.6;0.6;0.7;1.0;4.4;6.1;2.4;3.2;11.4;5.0;2.8;7.1;6.6;2.1;2.1;3.2;2.9
1438;BU0363FQ05;Amsterdam                               ;Buurt     ;BU0363FQ05;2;0.3;4.5;0.4;1.7;1.7;0.2;0.3;2.9;1.7;0.3;0.3;1.5;0.2;0.4;0.5;0.7;0.7;0.7;1.1;3.9;5.7;2.2;3.5;10.8;4.5;2.6;6.6;6.1;1.5;2.3;3.4;2.6
1439;BU0363FQ06;Amsterdam                               ;Buurt     ;BU0363FQ06;2;0.5;4.2;0.8;1.4;1.4;0.6;0.6;2.9;1.7;0.7;0.6;1.2;0.3;0.3;0.4;0.7;0.7;0.7;1.1;3.6;5.4;2.3;3.5;10.5;4.2;2.6;6.3;5.8;1.2;2.5;3.8;2.3
1440;BU0363FQ07;Amsterdam                               ;Buurt     ;BU0363FQ07;2;1.0;4.4;1.2;2.5;2.5;1.1;0.9;3.2;1.3;0.9;0.5;1.3;1.1;0.4;1.3;0.8;0.8;0.8;0.8;4.6;5.8;2.7;2.7;11.3;5.2;3.5;7.0;6.6;2.2;2.3;3.4;2.6
1441;BU0363FQ08;Amsterdam                               ;Buurt     ;BU0363FQ08;2;1.3;4.0;1.8;1.9;1.9;0.7;0.9;3.3;1.9;1.7;0.6;0.8;1.2;1.5;1.6;1.4;1.4;1.4;1.5;3.6;5.2;3.4;4.0;10.4;4.2;3.9;6.1;5.6;1.2;2.8;4.7;2.2
1442;BU0363FQ09;Amsterdam                               ;Buurt     ;BU0363FQ09;2;1.3;4.0;2.1;1.9;1.9;0.1;0.3;3.2;1.9;1.7;0.6;0.2;1.2;1.5;1.5;1.8;1.8;1.8;1.4;3.6;5.2;3.4;4.4;10.3;4.1;3.9;6.0;5.6;1.1;2.8;5.1;2.2
1443;BU0363FQ10;Amsterdam                               ;Buurt     ;BU0363FQ10;2;2.1;4.5;2.3;3.7;3.7;2.2;1.7;4.4;0.9;1.8;0.8;1.2;2.0;2.0;2.1;1.9;1.9;1.9;1.1;5.5;6.0;3.3;3.2;11.8;6.1;4.7;7.1;7.6;3.1;3.5;4.5;3.4
1444;WK0363KA  ;Amsterdam                               ;Wijk      ;WK0363KA  ;2;0.6;2.9;0.6;2.6;2.6;0.5;0.3;0.9;0.3;0.3;0.2;0.6;0.2;0.4;0.6;0.7;0.7;1.5;0.9;1.9;3.1;1.7;3.0;8.2;2.9;2.5;3.6;3.0;1.7;0.5;3.2;1.0
1445;BU0363KA01;Amsterdam                               ;Buurt     ;BU0363KA01;2;0.4;2.9;0.6;2.6;2.6;0.6;0.2;0.8;0.3;0.3;0.2;0.5;0.2;0.3;0.4;0.7;0.7;1.4;1.1;1.7;3.0;1.7;2.8;8.1;2.8;2.4;3.4;2.9;1.9;0.4;3.0;0.9
1446;BU0363KA02;Amsterdam                               ;Buurt     ;BU0363KA02;2;0.9;2.8;0.9;2.8;2.8;0.8;0.3;0.9;0.2;0.4;0.2;0.2;0.2;0.6;0.6;1.2;1.2;1.3;0.8;1.4;3.4;1.9;2.4;8.3;2.9;2.6;3.0;2.4;2.0;0.8;2.6;1.5
1447;BU0363KA03;Amsterdam                               ;Buurt     ;BU0363KA03;2;0.5;2.9;0.5;2.8;2.8;0.3;0.1;0.4;0.3;0.3;0.1;0.6;0.2;0.3;0.6;0.7;0.7;1.4;1.1;1.8;3.0;1.6;2.8;8.1;2.8;2.4;3.4;2.9;2.0;0.4;3.0;1.0
1448;BU0363KA04;Amsterdam                               ;Buurt     ;BU0363KA04;2;0.5;2.9;0.5;2.5;2.5;0.4;0.4;1.0;0.2;0.3;0.2;0.7;0.2;0.5;0.8;0.3;0.3;1.5;0.8;2.1;3.0;1.7;3.3;8.1;2.8;2.4;3.8;3.3;1.4;0.5;3.5;0.8
1449;BU0363KA05;Amsterdam                               ;Buurt     ;BU0363KA05;2;0.6;2.9;0.5;2.6;2.6;0.2;0.4;1.1;0.2;0.3;0.2;0.9;0.2;0.4;0.9;0.4;0.4;1.5;0.8;2.3;3.0;1.7;3.3;8.1;2.8;2.4;3.8;3.4;1.4;0.6;3.6;1.0
1450;BU0363KA06;Amsterdam                               ;Buurt     ;BU0363KA06;2;1.5;3.4;1.4;2.9;2.9;1.1;1.2;1.9;0.7;0.4;0.2;0.1;0.6;0.6;1.3;1.2;1.2;2.4;0.9;2.9;3.9;2.5;4.2;9.0;3.7;3.3;4.7;4.3;1.6;1.4;4.4;1.2
1451;WK0363KB  ;Amsterdam                               ;Wijk      ;WK0363KB  ;2;0.5;2.3;0.5;2.3;2.3;0.3;0.2;1.2;0.2;0.2;0.1;0.7;0.2;0.4;0.9;0.9;0.9;1.0;1.5;2.2;2.4;1.1;2.8;7.6;2.3;1.8;3.2;3.0;2.3;0.4;3.2;1.5
1452;BU0363KB01;Amsterdam                               ;Buurt     ;BU0363KB01;2;0.4;2.4;0.5;2.4;2.4;0.3;0.2;1.3;0.2;0.2;0.1;0.6;0.2;0.5;1.0;1.0;1.0;1.0;1.6;2.2;2.5;1.2;2.7;7.6;2.3;1.9;3.1;2.8;2.4;0.4;3.0;1.5
1453;BU0363KB02;Amsterdam                               ;Buurt     ;BU0363KB02;2;0.8;2.2;0.6;2.2;2.2;0.3;0.3;1.1;0.2;0.2;0.2;0.8;0.2;0.3;0.9;0.9;0.9;0.9;1.4;2.2;2.3;0.9;2.9;7.5;2.3;1.8;3.5;3.1;2.2;0.5;3.5;1.4
1454;WK0363KC  ;Amsterdam                               ;Wijk      ;WK0363KC  ;2;0.4;2.6;0.4;2.6;2.6;0.3;0.3;1.5;0.5;0.2;0.2;0.3;0.4;0.6;0.4;0.5;0.6;0.5;1.9;2.3;2.3;1.3;2.2;7.0;1.6;1.1;2.7;2.5;2.5;0.6;3.4;1.8
1455;BU0363KC01;Amsterdam                               ;Buurt     ;BU0363KC01;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1456;BU0363KC02;Amsterdam                               ;Buurt     ;BU0363KC02;2;0.4;2.7;0.4;2.7;2.7;0.5;0.3;1.6;0.4;0.3;0.2;0.3;0.3;0.5;0.7;0.7;0.9;0.7;1.8;2.4;2.6;1.4;2.3;7.3;1.9;1.3;2.8;2.6;2.6;0.6;3.1;1.8
1457;BU0363KC03;Amsterdam                               ;Buurt     ;BU0363KC03;2;0.5;2.4;0.4;2.4;2.4;0.2;0.3;1.4;0.5;0.2;0.2;0.4;0.4;0.5;0.3;0.3;0.4;0.3;1.8;2.1;2.1;1.2;2.3;7.1;1.6;1.2;2.8;2.6;2.6;0.5;3.4;1.7
1458;BU0363KC04;Amsterdam                               ;Buurt     ;BU0363KC04;2;0.2;2.8;0.3;2.8;2.8;0.3;0.2;1.3;0.7;0.3;0.2;0.2;0.3;0.7;0.4;0.4;0.8;0.4;2.2;2.4;2.4;1.4;1.8;6.6;1.1;0.7;2.3;2.1;2.3;0.9;3.7;2.0
1459;WK0363KD  ;Amsterdam                               ;Wijk      ;WK0363KD  ;2;0.4;3.1;0.5;2.8;3.1;0.4;0.2;1.3;0.4;0.3;0.2;0.2;0.3;0.5;0.5;0.6;0.8;0.6;2.6;2.5;2.5;0.7;1.0;6.0;0.6;0.7;1.7;1.2;1.9;1.1;3.5;1.5
1460;BU0363KD01;Amsterdam                               ;Buurt     ;BU0363KD01;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1461;BU0363KD02;Amsterdam                               ;Buurt     ;BU0363KD02;2;0.4;3.2;0.4;2.9;3.2;0.4;0.2;1.4;0.5;0.2;0.1;0.2;0.2;0.4;0.6;0.8;1.1;0.8;2.6;2.5;2.5;1.1;1.3;6.4;0.8;0.5;1.9;1.7;1.9;1.3;3.8;1.9
1462;BU0363KD03;Amsterdam                               ;Buurt     ;BU0363KD03;2;0.5;3.5;0.4;2.6;3.5;0.5;0.2;1.6;0.3;0.3;0.1;0.1;0.2;0.3;0.5;0.8;0.8;0.8;2.9;2.7;2.7;0.8;1.0;6.3;0.5;0.4;1.5;1.3;1.5;1.4;3.6;1.6
1463;BU0363KD04;Amsterdam                               ;Buurt     ;BU0363KD04;2;0.9;3.3;0.8;2.1;3.3;0.6;0.3;1.6;0.6;0.3;0.2;0.1;0.4;0.4;0.4;0.9;1.1;0.9;3.2;3.1;3.1;1.2;0.8;6.1;0.4;0.6;1.0;0.9;1.4;1.1;3.2;1.6
1464;BU0363KD05;Amsterdam                               ;Buurt     ;BU0363KD05;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1465;BU0363KD06;Amsterdam                               ;Buurt     ;BU0363KD06;2;0.3;3.1;0.4;3.0;3.1;0.5;0.4;1.1;0.5;0.3;0.4;0.2;0.3;0.2;0.2;0.5;1.0;0.5;2.5;2.2;2.2;0.7;1.5;6.1;0.7;0.4;2.1;1.4;2.1;1.3;3.8;1.8
1466;BU0363KD07;Amsterdam                               ;Buurt     ;BU0363KD07;2;0.4;3.0;0.4;3.0;3.0;0.6;0.3;1.1;0.4;0.4;0.2;0.4;0.2;0.5;0.3;0.4;0.7;0.4;2.5;2.2;2.2;0.3;1.2;5.8;0.7;0.7;2.0;1.1;2.1;1.0;3.5;1.5
1467;BU0363KD08;Amsterdam                               ;Buurt     ;BU0363KD08;2;0.4;3.0;0.9;2.7;3.0;0.4;0.3;1.5;0.5;0.2;0.2;0.2;0.7;0.9;0.9;0.3;0.3;0.3;2.7;2.7;2.8;0.8;0.7;5.8;0.4;0.9;1.4;1.1;1.9;1.1;3.2;0.8
1468;BU0363KD09;Amsterdam                               ;Buurt     ;BU0363KD09;2;0.3;2.8;0.6;2.8;2.8;0.3;0.2;1.2;0.2;0.1;0.1;0.3;0.5;0.9;0.8;0.4;0.4;0.4;2.4;2.4;2.4;0.4;0.7;5.5;0.6;1.0;1.5;0.9;2.1;0.8;3.1;1.0
1469;BU0363KD10;Amsterdam                               ;Buurt     ;BU0363KD10;2;0.3;2.7;0.4;2.7;2.7;0.4;0.3;1.0;0.3;0.3;0.2;0.4;0.4;0.8;0.6;0.4;0.6;0.5;2.2;2.1;2.1;0.4;1.0;5.4;0.8;0.9;1.7;0.8;2.2;0.7;3.3;1.2
1470;WK0363KE  ;Amsterdam                               ;Wijk      ;WK0363KE  ;2;0.7;2.2;0.9;2.2;2.2;0.3;0.2;1.2;0.2;0.2;0.1;0.4;0.5;0.9;0.9;0.7;0.7;0.7;2.7;2.6;3.1;1.0;1.1;5.0;1.0;1.1;1.7;1.1;2.5;0.6;2.5;1.5
1471;BU0363KE01;Amsterdam                               ;Buurt     ;BU0363KE01;2;0.5;2.6;1.1;2.5;2.6;0.4;0.2;1.5;0.3;0.1;0.1;0.4;0.7;1.2;1.2;0.6;0.6;0.6;2.8;2.8;2.9;1.1;0.8;5.3;0.9;1.4;1.5;1.2;2.4;0.9;2.6;1.1
1472;BU0363KE02;Amsterdam                               ;Buurt     ;BU0363KE02;2;0.6;2.2;1.0;2.2;2.2;0.2;0.1;1.3;0.2;0.1;0.1;0.4;0.5;0.9;0.9;0.9;0.9;0.9;2.9;2.8;3.2;1.2;1.0;5.0;1.0;1.2;1.5;1.3;2.4;0.5;2.3;1.5
1473;BU0363KE03;Amsterdam                               ;Buurt     ;BU0363KE03;2;0.7;2.6;0.9;2.6;2.6;0.3;0.3;1.2;0.4;0.3;0.1;0.4;0.6;1.0;1.0;0.6;0.6;0.6;2.5;2.5;2.8;0.8;1.0;5.3;1.0;1.2;1.7;1.0;2.5;0.7;2.9;1.3
1474;BU0363KE04;Amsterdam                               ;Buurt     ;BU0363KE04;2;0.7;2.3;0.9;2.3;2.3;0.5;0.1;1.1;0.3;0.1;0.1;0.4;0.4;0.8;0.9;0.7;0.7;0.7;2.6;2.5;3.1;1.0;1.2;5.1;1.1;1.1;1.8;1.0;2.6;0.6;2.6;1.5
1475;BU0363KE05;Amsterdam                               ;Buurt     ;BU0363KE05;2;0.7;1.5;0.8;1.5;1.5;0.3;0.2;1.1;0.1;0.2;0.1;0.2;0.4;0.4;0.5;0.8;0.8;0.8;2.9;2.2;3.2;0.9;1.4;4.3;1.2;0.7;1.9;1.2;2.6;0.4;1.9;2.0
1476;WK0363KF  ;Amsterdam                               ;Wijk      ;WK0363KF  ;2;0.4;2.1;0.6;2.1;2.1;0.3;0.2;1.0;0.2;0.3;0.1;0.4;0.3;0.4;0.6;0.4;0.5;0.5;2.1;1.9;2.9;0.8;1.4;4.7;0.9;0.9;2.2;0.9;2.9;0.6;2.8;1.8
1477;BU0363KF01;Amsterdam                               ;Buurt     ;BU0363KF01;2;0.5;2.6;0.7;2.6;2.6;0.3;0.2;1.0;0.3;0.3;0.1;0.4;0.2;0.4;0.8;0.4;0.4;0.5;1.7;1.8;2.3;0.9;1.2;5.1;1.0;1.1;2.0;0.7;2.7;0.6;3.2;1.5
1478;BU0363KF02;Amsterdam                               ;Buurt     ;BU0363KF02;2;0.3;2.4;0.7;2.4;2.4;0.3;0.2;0.9;0.1;0.2;0.1;0.2;0.3;0.3;0.6;0.4;0.4;0.4;1.8;1.8;2.6;1.0;1.4;4.8;0.6;1.1;2.2;0.5;2.9;0.5;3.0;1.7
1479;BU0363KF03;Amsterdam                               ;Buurt     ;BU0363KF03;2;0.3;2.0;0.5;2.0;2.0;0.4;0.2;1.1;0.2;0.3;0.2;0.6;0.3;0.3;0.4;0.6;0.6;0.6;2.4;2.1;3.3;0.8;1.6;4.6;0.8;0.7;2.3;1.1;3.0;0.6;2.6;2.1
1480;BU0363KF04;Amsterdam                               ;Buurt     ;BU0363KF04;2;0.5;1.5;0.6;1.5;1.5;0.3;0.2;1.2;0.2;0.3;0.1;0.4;0.3;0.5;0.6;0.4;0.4;0.4;2.6;1.8;3.4;0.4;1.3;4.1;1.0;0.6;2.2;1.3;2.9;0.6;2.1;1.9
1481;WK0363KG  ;Amsterdam                               ;Wijk      ;WK0363KG  ;2;0.6;2.1;0.6;2.1;2.1;0.5;0.3;1.4;0.4;0.3;0.3;0.6;0.3;0.3;0.8;0.6;0.6;0.6;2.1;1.7;3.4;0.7;1.7;4.2;0.9;0.9;2.5;1.4;3.2;0.5;2.7;1.9
1482;BU0363KG01;Amsterdam                               ;Buurt     ;BU0363KG01;2;0.4;2.5;0.7;2.5;2.5;0.5;0.4;1.3;0.3;0.5;0.3;0.6;0.5;0.4;0.7;0.6;0.6;0.6;1.8;1.8;2.9;1.1;1.7;4.6;0.6;1.2;2.6;1.0;3.3;0.7;3.2;2.1
1483;BU0363KG02;Amsterdam                               ;Buurt     ;BU0363KG02;2;0.6;2.0;0.5;2.0;2.0;0.4;0.3;1.4;0.3;0.2;0.3;0.7;0.2;0.3;0.8;0.7;0.7;0.7;2.2;1.8;3.6;0.6;1.8;4.2;0.9;0.8;2.5;1.5;3.2;0.4;2.6;2.0
1484;BU0363KG03;Amsterdam                               ;Buurt     ;BU0363KG03;2;0.7;1.8;0.5;1.8;1.8;0.6;0.4;1.5;0.5;0.3;0.3;0.5;0.2;0.4;0.9;0.5;0.5;0.5;2.3;1.5;3.7;0.5;1.6;3.8;1.2;0.9;2.6;1.7;3.3;0.5;2.5;1.6
